roadNo	roadId	startChainage	endChainage	width	nrLanes
R460	1347	0	0.748	5.7	2
R460	1347	0.748	1.4	7.9	2
R460	1347	1.4	3.25	7.9	2
R460	1347	3.25	4.9	5.8	2
R460	1347	4.9	7.76	5.7	2
R460	1347	7.76	8.15	5.8	2
R460	1347	8.15	8.3	5.8	2
R460	1347	8.3	8.53	5.7	2
R460	1347	8.53	16.74	5.8	2
R460	1347	16.74	17.34	5.8	2
R460	1347	17.34	18.429	7.3	2
R460	1347	18.429	19.17	7.7	2
R460	1347	19.17	25.7	6	2
R460	1347	25.7	25.8	7.3	2
R460	1347	25.8	26.55	5.7	2
R460	1347	26.55	30.58	5.8	2
R460	1347	30.58	32.14	5.8	2
R460	1347	32.14	32.44	9.9	3
R460	1347	32.44	32.875	5.8	2
