road	Z7460
name	Dakbanglabazar-Gopalpur-Kaliganj Road
length	23
from	Dakbanglow Bazar
to	Kaliganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=988
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=988&RoadNo=Z7460
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=988&RoadNo=Z7460
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=988&RoadNo=Z7460
